country,city,village,number,name,address,administration,latitude,longitude,grade,type2,type,exec,diaper
68000,68000120,觀音里,H120000039,觀音親子館2F無障礙廁所,桃園市觀音區觀音里觀新路52號,"桃園市政府社會局 觀音親子館",25.02759505,121.0840859,特優級,社福機構、集會場所,無障礙廁所,觀音親子館,0
68000,68000120,觀音里,H120000038,觀音親子館2F女廁,桃園市觀音區觀音里觀新路52號,"桃園市政府社會局 觀音親子館",25.027593,121.083479,特優級,社福機構、集會場所,女廁所,觀音親子館,0
68000,68000120,觀音里,H120000037,觀音親子館2F男廁,桃園市觀音區觀音里觀新路52號,"桃園市政府社會局 觀音親子館",25.0277817,121.0840741,特優級,社福機構、集會場所,男廁所,"桃園市政府社會局 觀音親子館",1
68000,68000120,大堀里,H120000110,觀音區中新加油站女廁,桃園市觀音區大堀里中山路2段236號,觀音區中新加油站,25.016953,121.126781,特優級,,女廁所,台灣中油股份有限公司加盟店-中新站(志宏加油站有限公司),0
68000,68000120,大堀里,H120000109,觀音區中新加油站男廁,桃園市觀音區大堀里中山路2段236號,觀音區中新加油站,25.0168485,121.1269198,特優級,,男廁所,台灣中油股份有限公司加盟店-中新站(志宏加油站有限公司),0
68000,68000120,觀音里,H120000036,觀音區公所4F無障礙廁所,桃園市觀音區觀音里觀新路56號,桃園市觀音區公所,25.02834943,121.0832984,特優級,民眾洽公場所,無障礙廁所,桃園市觀音區公所,1
68000,68000030,光明里,H030000242,大溪勤奮公園無障礙親子共用廁所,桃園市大溪區光明里齋明街56-1號,桃園市大溪區公所,24.88636123,121.2722199,特優級,公園,無障礙廁所,桃園市大溪區公所,1
68000,68000030,光明里,H030000241,大溪勤奮公園女廁,桃園市大溪區光明里齋明街56-1號,桃園市大溪區公所,24.88636609,121.2722143,特優級,公園,女廁所,桃園市大溪區公所,0
68000,68000030,光明里,H030000240,大溪勤奮公園男廁,桃園市大溪區光明里齋明街56-1號,桃園市大溪區公所,24.88632732,121.2722029,特優級,公園,男廁所,桃園市大溪區公所,0
68000,68000030,瑞源里,H030000236,大溪運動公園無障礙廁所,桃園市大溪區瑞源里員林路三段155巷48號,桃園市大溪區公所,24.87824397,121.2609329,特優級,公園,無障礙廁所,桃園市大溪區公所,0
68000,68000060,田心里,H060000036,大園公園-無障礙廁所,桃園市大園區大觀路118號,縣市政府,25.065996,121.193567,特優級,公園,無障礙廁所,桃園市大園區公所,1
68000,68000090,烏樹林里,H090000245,龍潭區台灣中油建龍加油站無障礙廁所(中油直營),桃園市龍潭區烏樹林里中豐路716號,台灣中油股份有限公司,24.8890774,121.2128615,特優級,商業營業場所,無障礙廁所,龍潭區台灣中油建龍加油站,0
68000,68000120,觀音里,H120000006,觀音區白沙岬步道無障礙廁所,桃園市觀音區觀音里新坡下16號,桃園市觀音區公所,25.04077176,121.0760007,特優級,觀光地區及風景區,無障礙廁所,桃園市觀音區公所,0
68000,68000120,觀音里,H120000005,觀音區白沙岬步道男廁,桃園市觀音區觀音里新坡下16號,桃園市觀音區公所,25.04083883,121.0759953,特優級,觀光地區及風景區,男廁所,桃園市觀音區公所,0
68000,68000050,福祿里,H050000138,蘆竹藝文音樂廣場公園無障礙廁所,桃園市蘆竹區五福一路101號,縣市政府,25.055948,121.294922,特優級,公園,無障礙廁所,桃園市蘆竹區公所農經課,0
68000,68000120,觀音里,H120000004,觀音區白沙岬步道女廁,桃園市觀音區觀音里新坡下16號,桃園市觀音區公所,25.04095158,121.0763354,特優級,觀光地區及風景區,女廁所,桃園市觀音區公所,0
68000,68000050,福祿里,H050000137,蘆竹藝文音樂廣場公園女廁,桃園市蘆竹區五福一路101號,縣市政府,25.055948,121.294922,特優級,公園,女廁所,桃園市蘆竹區公所農經課,0
68000,68000050,福祿里,H050000136,蘆竹藝文音樂廣場公園男廁,桃園市蘆竹區五福一路101號,縣市政府,25.055948,121.294922,特優級,公園,男廁所,桃園市蘆竹區公所農經課,0
68000,68000050,瓦窯里,H050000261,蘆竹區公一停車場B3男廁,桃園市蘆竹區仁愛路一段2號,縣市政府,25.05066964,121.2929592,特優級,交通,男廁所,力揚停車股份有限公司南崁公一營業所,0
